2018-04-04 23:24:24 INFO  TC001_VerifyLoginWithInvalidCredentials:29 - ***********Starting TC001_VerifyLoginWithInvalidCredentials****************
2018-04-06 19:16:38 INFO  HomePage:112 - Clicked on create account button and onject is [[FirefoxDriver: firefox on XP (e2fbe39b-1db3-43d1-85de-a0fbeac64648)] -> xpath: //button[@id='SubmitCreate']]
2018-04-06 19:16:42 INFO  HomePage:120 - Entered password and object is [[FirefoxDriver: firefox on XP (e2fbe39b-1db3-43d1-85de-a0fbeac64648)] -> xpath: //input[@id='passwd']]
2018-04-06 19:18:14 INFO  HomePage:127 - Selected year and object is org.openqa.selenium.support.ui.Select@6bb7cce7
2018-04-06 19:18:15 INFO  HomePage:136 - Enterted zipcode and object is [[FirefoxDriver: firefox on XP (e2fbe39b-1db3-43d1-85de-a0fbeac64648)] -> xpath: //input[@id='postcode']]
2018-04-06 19:18:19 INFO  TC002_VerifyRegistration:33 - *******************Finished TC002_VerifyRegistration******************************
2018-04-07 17:14:48 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-07 17:14:51 INFO  HomePage:107 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (64184b1d5b01a4438a34241e8ce000be)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-07 17:14:51 INFO  HomePage:110 - Entered email and object is [[ChromeDriver: chrome on XP (64184b1d5b01a4438a34241e8ce000be)] -> xpath: //input[@id='email_create']]
2018-04-07 17:14:51 INFO  HomePage:112 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (64184b1d5b01a4438a34241e8ce000be)] -> xpath: //button[@id='SubmitCreate']]
2018-04-07 17:14:54 INFO  HomePage:120 - Entered password and object is [[ChromeDriver: chrome on XP (64184b1d5b01a4438a34241e8ce000be)] -> xpath: //input[@id='passwd']]
2018-04-07 17:16:25 INFO  HomePage:127 - Selected year and object is org.openqa.selenium.support.ui.Select@17f9344b
2018-04-07 17:16:26 INFO  HomePage:136 - Enterted zipcode and object is [[ChromeDriver: chrome on XP (64184b1d5b01a4438a34241e8ce000be)] -> xpath: //input[@id='postcode']]
2018-04-07 17:16:29 INFO  TC002_VerifyRegistration:33 - *******************Finished TC002_VerifyRegistration******************************
2018-04-07 21:33:58 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-07 21:38:26 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-07 21:38:31 INFO  HomePage:107 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (246dd04c0232cab0ab85027ddfd6163e)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-07 21:38:32 INFO  HomePage:110 - Entered email and object is [[ChromeDriver: chrome on XP (246dd04c0232cab0ab85027ddfd6163e)] -> xpath: //input[@id='email_create']]
2018-04-07 21:38:32 INFO  HomePage:112 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (246dd04c0232cab0ab85027ddfd6163e)] -> xpath: //button[@id='SubmitCreate']]
2018-04-07 21:38:35 INFO  HomePage:120 - Entered password and object is [[ChromeDriver: chrome on XP (246dd04c0232cab0ab85027ddfd6163e)] -> xpath: //input[@id='passwd']]
2018-04-07 21:40:06 INFO  HomePage:127 - Selected year and object is org.openqa.selenium.support.ui.Select@17f9344b
2018-04-07 21:40:07 INFO  HomePage:136 - Enterted zipcode and object is [[ChromeDriver: chrome on XP (246dd04c0232cab0ab85027ddfd6163e)] -> xpath: //input[@id='postcode']]
2018-04-07 21:40:10 INFO  TC002_VerifyRegistration:33 - *******************Finished TC002_VerifyRegistration******************************
2018-04-08 22:33:30 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:33:32 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (8cfd7f0c25007905a4b18d8dd0935803)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:33:33 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (8cfd7f0c25007905a4b18d8dd0935803)] -> xpath: //input[@id='email']]
2018-04-08 22:33:33 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (8cfd7f0c25007905a4b18d8dd0935803)] -> xpath: //input[@id='passwd']]
2018-04-08 22:34:05 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:34:05 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:34:05 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:34:35 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:36:51 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:36:54 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (791533862ef4b0a1f018dc91080f6a62)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:36:54 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (791533862ef4b0a1f018dc91080f6a62)] -> xpath: //input[@id='email']]
2018-04-08 22:36:54 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (791533862ef4b0a1f018dc91080f6a62)] -> xpath: //input[@id='passwd']]
2018-04-08 22:37:26 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:37:26 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:37:26 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:37:56 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:38:26 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:38:57 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:40:37 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:40:40 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (45af27eb004ae56132d49f3a6941fda8)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:40:40 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (45af27eb004ae56132d49f3a6941fda8)] -> xpath: //input[@id='email']]
2018-04-08 22:40:41 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (45af27eb004ae56132d49f3a6941fda8)] -> xpath: //input[@id='passwd']]
2018-04-08 22:41:14 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:41:14 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:41:14 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:41:29 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:41:29 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:41:29 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:42:02 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:42:06 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (15231721b1636cbeb645d2dab4625b57)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:42:06 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (15231721b1636cbeb645d2dab4625b57)] -> xpath: //input[@id='email']]
2018-04-08 22:42:07 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (15231721b1636cbeb645d2dab4625b57)] -> xpath: //input[@id='passwd']]
2018-04-08 22:42:40 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:42:40 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:42:40 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:43:46 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:43:50 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (2a6ac7db808b710f223bae58779f4d25)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:43:50 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (2a6ac7db808b710f223bae58779f4d25)] -> xpath: //input[@id='email']]
2018-04-08 22:43:50 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (2a6ac7db808b710f223bae58779f4d25)] -> xpath: //input[@id='passwd']]
2018-04-08 22:44:22 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:44:22 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:45:34 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:48:54 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:48:56 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (97d867399650e51834efe9018959d699)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:48:56 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (97d867399650e51834efe9018959d699)] -> xpath: //input[@id='email']]
2018-04-08 22:48:56 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (97d867399650e51834efe9018959d699)] -> xpath: //input[@id='passwd']]
2018-04-08 22:49:28 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:49:28 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:49:28 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:51:39 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:51:41 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (76ffc911ad060e9855a668f6e52c6ee8)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:51:41 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (76ffc911ad060e9855a668f6e52c6ee8)] -> xpath: //input[@id='email']]
2018-04-08 22:51:41 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (76ffc911ad060e9855a668f6e52c6ee8)] -> xpath: //input[@id='passwd']]
2018-04-08 22:52:13 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:52:13 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:54:01 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:54:03 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (3be46c92d8af83ae4e94988d96fc8099)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 22:54:03 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (3be46c92d8af83ae4e94988d96fc8099)] -> xpath: //input[@id='email']]
2018-04-08 22:54:03 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (3be46c92d8af83ae4e94988d96fc8099)] -> xpath: //input[@id='passwd']]
2018-04-08 22:54:35 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 22:54:35 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 22:56:23 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 22:57:13 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:01:11 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:01:13 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (e2a775e0077649b5af8de0ac52f10bbd)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:01:14 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (e2a775e0077649b5af8de0ac52f10bbd)] -> xpath: //input[@id='email']]
2018-04-08 23:01:14 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (e2a775e0077649b5af8de0ac52f10bbd)] -> xpath: //input[@id='passwd']]
2018-04-08 23:01:45 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:01:45 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:02:16 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:05:30 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:05:32 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (b31c376d90001eea87e9144c26deaa41)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:05:32 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (b31c376d90001eea87e9144c26deaa41)] -> xpath: //input[@id='email']]
2018-04-08 23:05:32 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (b31c376d90001eea87e9144c26deaa41)] -> xpath: //input[@id='passwd']]
2018-04-08 23:06:04 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:06:04 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:09:50 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:09:53 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (b777009f475528b8ec84357e00f33d9f)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:09:53 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (b777009f475528b8ec84357e00f33d9f)] -> xpath: //input[@id='email']]
2018-04-08 23:09:53 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (b777009f475528b8ec84357e00f33d9f)] -> xpath: //input[@id='passwd']]
2018-04-08 23:10:25 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:10:25 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:10:58 INFO  HomePage:164 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-08 23:10:58 INFO  TC003_VerifyLoginWithDifferentRecords:70 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-08 23:12:10 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:12:12 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (e53b29cebc137bcc4d79e914183d2657)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:12:13 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (e53b29cebc137bcc4d79e914183d2657)] -> xpath: //input[@id='email']]
2018-04-08 23:12:13 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (e53b29cebc137bcc4d79e914183d2657)] -> xpath: //input[@id='passwd']]
2018-04-08 23:12:45 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:12:45 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:12:45 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:13:15 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:13:50 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:13:53 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (a306a463c5c653addaaef47e133afa0e)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:13:53 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (a306a463c5c653addaaef47e133afa0e)] -> xpath: //input[@id='email']]
2018-04-08 23:13:53 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (a306a463c5c653addaaef47e133afa0e)] -> xpath: //input[@id='passwd']]
2018-04-08 23:14:25 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:14:25 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:16:24 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:16:26 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (a73d90e96db08299a89095a59bb29d93)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:16:26 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (a73d90e96db08299a89095a59bb29d93)] -> xpath: //input[@id='email']]
2018-04-08 23:16:26 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (a73d90e96db08299a89095a59bb29d93)] -> xpath: //input[@id='passwd']]
2018-04-08 23:16:58 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:16:58 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:20:31 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:20:33 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (e5670fbd61c7cadf93260ab20f15bc2f)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:20:33 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (e5670fbd61c7cadf93260ab20f15bc2f)] -> xpath: //input[@id='email']]
2018-04-08 23:20:33 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (e5670fbd61c7cadf93260ab20f15bc2f)] -> xpath: //input[@id='passwd']]
2018-04-08 23:21:05 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:21:05 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:23:13 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:23:17 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (804237fa187807ca9a9e32413c8cf565)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:23:17 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (804237fa187807ca9a9e32413c8cf565)] -> xpath: //input[@id='email']]
2018-04-08 23:23:17 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (804237fa187807ca9a9e32413c8cf565)] -> xpath: //input[@id='passwd']]
2018-04-08 23:23:50 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:23:50 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:26:36 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:26:38 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (92033a71cd78be087809899d88df0d78)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:26:38 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (92033a71cd78be087809899d88df0d78)] -> xpath: //input[@id='email']]
2018-04-08 23:26:38 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (92033a71cd78be087809899d88df0d78)] -> xpath: //input[@id='passwd']]
2018-04-08 23:27:10 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:27:10 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:39:51 INFO  TC003_VerifyLoginWithDifferentRecords:60 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:39:54 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (9006388ff9ea534230bc82185c2b1da8)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:39:54 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (9006388ff9ea534230bc82185c2b1da8)] -> xpath: //input[@id='email']]
2018-04-08 23:39:54 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (9006388ff9ea534230bc82185c2b1da8)] -> xpath: //input[@id='passwd']]
2018-04-08 23:40:26 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-08 23:40:26 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-08 23:40:58 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-08 23:40:58 INFO  TC003_VerifyLoginWithDifferentRecords:70 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-08 23:44:57 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-08 23:44:59 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (a74dd88ce10a951cd0ef77fab2362eae)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-08 23:44:59 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (a74dd88ce10a951cd0ef77fab2362eae)] -> xpath: //input[@id='email']]
2018-04-08 23:44:59 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (a74dd88ce10a951cd0ef77fab2362eae)] -> xpath: //input[@id='passwd']]
